employee_id,employee_name,tasks_completed,average_task_quality,projects_led,client_satisfaction_score,hours_worked,deadline_met_score,innovation_score,efficiency_score,performance_rating
2022,Employee 2022,25,8.0,0,51.0,47,5.0,4.0,9.0,Low
2023,Employee 2023,31,8.0,0,65.0,37,6.0,9.0,8.0,Low
2024,Employee 2024,30,8.0,1,88.0,33,6.0,1.0,6.0,Low
2025,Employee 2025,24,5.0,2,97.0,38,6.0,5.0,9.0,Low
2026,Employee 2026,57,8.0,4,77.0,43,5.0,6.0,8.0,Low
2027,Employee 2027,28,7.0,4,74.0,41,5.0,7.0,5.0,Low
2028,Employee 2028,28,7.0,4,94.0,35,8.0,9.0,5.0,Low
2029,Employee 2029,51,7.0,4,51.0,46,5.0,8.0,6.0,Low
2030,Employee 2030,33,9.0,1,58.0,37,9.0,3.0,6.0,Low
2031,Employee 2031,23,8.0,2,50.0,31,9.0,7.0,7.0,Low
2032,Employee 2032,46,8.0,4,60.0,36,8.0,8.0,7.0,Low
2033,Employee 2033,34,9.0,1,86.0,49,6.0,3.0,8.0,Low
2034,Employee 2034,45,8.0,2,90.0,40,7.0,7.0,5.0,Low
2035,Employee 2035,23,7.0,4,91.0,44,5.0,3.0,5.0,Low
2036,Employee 2036,54,9.0,2,97.0,31,9.0,1.0,7.0,Low
2037,Employee 2037,59,7.0,0,63.0,40,5.0,4.0,8.0,Low
2038,Employee 2038,52,8.0,3,76.0,35,5.0,4.0,9.0,Low
2039,Employee 2039,54,7.0,1,60.0,38,6.0,7.0,5.0,Low
2040,Employee 2040,42,5.0,2,63.0,45,6.0,2.0,5.0,Low
2041,Employee 2041,55,8.0,0,99.0,42,7.0,4.0,9.0,Low
2042,Employee 2042,27,7.0,2,90.0,38,5.0,7.0,9.0,Low
2043,Employee 2043,43,5.0,1,76.0,48,9.0,2.0,8.0,Low
2044,Employee 2044,35,8.0,3,51.0,46,8.0,2.0,8.0,Low
2045,Employee 2045,49,6.0,2,80.0,31,7.0,1.0,9.0,Low
2046,Employee 2046,28,5.0,0,89.0,33,9.0,3.0,8.0,Low
2047,Employee 2047,46,9.0,3,76.0,49,9.0,9.0,6.0,Low
2048,Employee 2048,57,8.0,1,82.0,45,7.0,4.0,5.0,Low
2049,Employee 2049,38,6.0,1,62.0,38,8.0,1.0,7.0,Low
2050,Employee 2050,40,7.0,3,84.0,30,9.0,2.0,6.0,Low
2051,Employee 2051,37,5.0,0,88.0,35,9.0,1.0,8.0,Low
2052,Employee 2052,29,7.0,3,77.0,37,5.0,3.0,6.0,Low
2053,Employee 2053,46,8.0,3,78.0,34,9.0,9.0,5.0,Low
2054,Employee 2054,21,5.0,3,96.0,37,6.0,2.0,8.0,Low
2055,Employee 2055,28,9.0,1,84.0,37,8.0,6.0,8.0,Low
2056,Employee 2056,37,5.0,3,74.0,47,5.0,4.0,9.0,Low
2057,Employee 2057,27,9.0,1,67.0,40,6.0,2.0,9.0,Low
2058,Employee 2058,24,7.0,1,92.0,49,9.0,8.0,8.0,Low
2059,Employee 2059,50,6.0,0,58.0,42,9.0,4.0,6.0,Low
2060,Employee 2060,22,9.0,1,98.0,37,5.0,8.0,9.0,Low
2061,Employee 2061,26,5.0,0,79.0,32,6.0,5.0,7.0,Low
2062,Employee 2062,21,8.0,4,75.0,36,8.0,3.0,8.0,Low
2063,Employee 2063,54,5.0,0,79.0,32,6.0,6.0,8.0,Low
2064,Employee 2064,49,5.0,0,69.0,36,5.0,6.0,7.0,Low
2065,Employee 2065,43,9.0,4,68.0,49,7.0,9.0,5.0,Low
2066,Employee 2066,32,8.0,3,65.0,30,9.0,8.0,6.0,Low
2067,Employee 2067,38,7.0,2,69.0,43,6.0,4.0,9.0,Low
2068,Employee 2068,28,6.0,4,61.0,31,6.0,2.0,5.0,Low
2069,Employee 2069,28,7.0,3,87.0,40,8.0,9.0,9.0,Low
2070,Employee 2070,51,8.0,1,55.0,36,6.0,6.0,6.0,Low
2071,Employee 2071,49,6.0,3,70.0,43,5.0,8.0,8.0,Low
2072,Employee 2072,45,5.0,4,53.0,44,7.0,8.0,8.0,Low
2073,Employee 2073,23,6.0,3,50.0,33,6.0,8.0,8.0,Low
2074,Employee 2074,27,5.0,1,86.0,33,8.0,2.0,9.0,Low
2075,Employee 2075,29,6.0,4,52.0,35,7.0,4.0,7.0,Low
2076,Employee 2076,34,9.0,1,81.0,45,5.0,7.0,6.0,Low
2077,Employee 2077,44,7.0,4,63.0,31,7.0,2.0,5.0,Low
2078,Employee 2078,59,5.0,0,62.0,38,8.0,6.0,6.0,Low
2079,Employee 2079,27,8.0,0,66.0,33,5.0,6.0,8.0,Low
2080,Employee 2080,44,9.0,3,88.0,47,6.0,9.0,9.0,Low
2081,Employee 2081,52,9.0,3,71.0,35,8.0,6.0,8.0,Low
2082,Employee 2082,21,5.0,4,96.0,49,9.0,9.0,9.0,Low
2083,Employee 2083,33,5.0,4,72.0,33,6.0,7.0,7.0,Low
2084,Employee 2084,20,8.0,0,55.0,42,6.0,5.0,6.0,Low
2085,Employee 2085,39,9.0,3,51.0,36,5.0,4.0,8.0,Low
2086,Employee 2086,23,5.0,2,98.0,47,9.0,5.0,6.0,Low
2087,Employee 2087,28,8.0,2,75.0,36,7.0,5.0,8.0,Low
2088,Employee 2088,31,6.0,3,64.0,41,7.0,3.0,9.0,Low
2089,Employee 2089,48,5.0,4,85.0,45,7.0,8.0,9.0,Low
2090,Employee 2090,29,5.0,0,69.0,30,9.0,5.0,6.0,Low
2091,Employee 2091,23,9.0,0,90.0,34,6.0,2.0,8.0,Low
2092,Employee 2092,27,8.0,4,99.0,36,8.0,2.0,7.0,Low
2093,Employee 2093,22,5.0,3,78.0,41,5.0,3.0,6.0,Low
2094,Employee 2094,49,7.0,4,86.0,38,6.0,6.0,7.0,Low
2095,Employee 2095,42,6.0,1,90.0,34,6.0,5.0,6.0,Low
2096,Employee 2096,21,9.0,3,58.0,39,6.0,3.0,5.0,Low
2097,Employee 2097,25,6.0,3,71.0,30,9.0,7.0,5.0,Low
2098,Employee 2098,31,8.0,1,67.0,44,7.0,5.0,7.0,Low
2099,Employee 2099,51,5.0,2,86.0,43,8.0,4.0,5.0,Low
2100,Employee 2100,39,9.0,0,59.0,39,9.0,2.0,9.0,Low
2101,Employee 2101,58,7.0,3,85.0,41,9.0,9.0,6.0,Low
2102,Employee 2102,41,6.0,0,98.0,35,8.0,5.0,7.0,Low
2103,Employee 2103,52,9.0,0,82.0,43,9.0,3.0,6.0,Low
2104,Employee 2104,32,6.0,3,55.0,41,5.0,5.0,6.0,Low
2105,Employee 2105,31,9.0,4,79.0,43,5.0,5.0,6.0,Low
2106,Employee 2106,33,6.0,2,70.0,41,8.0,4.0,6.0,Low
2107,Employee 2107,47,7.0,3,51.0,46,6.0,6.0,6.0,Low
2108,Employee 2108,58,9.0,3,72.0,34,6.0,6.0,8.0,Low
2109,Employee 2109,26,6.0,4,77.0,38,8.0,7.0,8.0,Low
2110,Employee 2110,24,5.0,0,62.0,31,8.0,8.0,8.0,Low
2111,Employee 2111,52,8.0,1,93.0,41,9.0,2.0,8.0,Low
2112,Employee 2112,57,7.0,4,86.0,34,7.0,2.0,6.0,Low
2113,Employee 2113,26,7.0,2,67.0,40,7.0,9.0,8.0,Low
2114,Employee 2114,32,9.0,3,79.0,41,9.0,9.0,5.0,Low
2115,Employee 2115,34,7.0,4,74.0,30,9.0,3.0,6.0,Low
2116,Employee 2116,35,7.0,1,63.0,31,6.0,3.0,5.0,Low
2117,Employee 2117,25,6.0,4,51.0,41,5.0,9.0,9.0,Low
2118,Employee 2118,24,6.0,1,61.0,32,7.0,1.0,7.0,Low
2119,Employee 2119,54,8.0,0,63.0,30,6.0,9.0,6.0,Low
2120,Employee 2120,26,9.0,4,52.0,43,7.0,3.0,8.0,Low
2121,Employee 2121,51,6.0,2,89.0,36,5.0,4.0,5.0,Low
2122,Employee 2122,49,9.0,0,85.0,36,9.0,5.0,7.0,Low
2123,Employee 2123,49,9.0,1,69.0,44,7.0,9.0,5.0,Low
2124,Employee 2124,31,9.0,3,95.0,40,7.0,4.0,7.0,Low
2125,Employee 2125,33,9.0,4,62.0,38,6.0,1.0,6.0,Low
2126,Employee 2126,26,9.0,1,86.0,49,5.0,3.0,9.0,Low
2127,Employee 2127,46,8.0,3,60.0,38,5.0,7.0,9.0,Low
2128,Employee 2128,50,8.0,4,74.0,46,8.0,3.0,9.0,Low
2129,Employee 2129,39,9.0,0,63.0,30,5.0,6.0,9.0,Low
2130,Employee 2130,53,7.0,1,79.0,35,8.0,6.0,7.0,Low
2131,Employee 2131,34,9.0,0,56.0,40,9.0,8.0,5.0,Low
2132,Employee 2132,54,5.0,0,91.0,45,8.0,7.0,9.0,Low
2133,Employee 2133,57,9.0,1,91.0,40,6.0,8.0,5.0,Low
2134,Employee 2134,28,9.0,0,56.0,39,5.0,9.0,8.0,Low
2135,Employee 2135,43,8.0,3,50.0,43,6.0,1.0,6.0,Low
2136,Employee 2136,50,9.0,1,58.0,39,9.0,6.0,6.0,Low
2137,Employee 2137,54,5.0,0,85.0,33,7.0,9.0,7.0,Low
2138,Employee 2138,53,8.0,4,59.0,44,8.0,1.0,7.0,Low
2139,Employee 2139,45,5.0,0,90.0,31,5.0,5.0,8.0,Low
2140,Employee 2140,57,6.0,1,91.0,44,5.0,2.0,9.0,Low
2141,Employee 2141,53,9.0,0,73.0,30,5.0,5.0,7.0,Low
2142,Employee 2142,36,5.0,1,71.0,37,5.0,5.0,6.0,Low
2143,Employee 2143,50,7.0,0,82.0,46,8.0,5.0,9.0,Low
2144,Employee 2144,42,7.0,3,51.0,33,5.0,9.0,8.0,Low
2145,Employee 2145,41,5.0,3,96.0,33,9.0,2.0,9.0,Low
2146,Employee 2146,51,5.0,2,87.0,41,7.0,9.0,7.0,Low
2147,Employee 2147,47,5.0,4,89.0,36,9.0,5.0,6.0,Low
2148,Employee 2148,54,5.0,0,94.0,34,6.0,6.0,6.0,Low
2149,Employee 2149,57,5.0,0,83.0,48,6.0,8.0,6.0,Low
2150,Employee 2150,26,8.0,4,99.0,38,5.0,8.0,8.0,Low
2151,Employee 2151,23,9.0,2,95.0,31,5.0,2.0,5.0,Low
2152,Employee 2152,58,7.0,1,82.0,41,7.0,2.0,7.0,Low
2153,Employee 2153,21,8.0,0,65.0,44,7.0,9.0,6.0,Low
2154,Employee 2154,33,5.0,3,50.0,40,8.0,1.0,7.0,Low
2155,Employee 2155,26,8.0,0,65.0,39,7.0,9.0,7.0,Low
2156,Employee 2156,28,5.0,0,75.0,32,7.0,6.0,6.0,Low
2157,Employee 2157,33,8.0,4,63.0,47,7.0,5.0,5.0,Low
2158,Employee 2158,43,6.0,0,55.0,44,9.0,8.0,8.0,Low
2159,Employee 2159,30,6.0,0,62.0,49,6.0,3.0,9.0,Low
2160,Employee 2160,33,6.0,1,71.0,40,6.0,1.0,9.0,Low
2161,Employee 2161,32,5.0,4,99.0,32,9.0,9.0,8.0,Low
2162,Employee 2162,58,6.0,2,74.0,38,7.0,4.0,8.0,Low
2163,Employee 2163,47,9.0,4,73.0,32,5.0,6.0,5.0,Low
2164,Employee 2164,52,6.0,2,58.0,33,9.0,3.0,6.0,Low
2165,Employee 2165,27,8.0,4,54.0,46,6.0,9.0,7.0,Low
2166,Employee 2166,46,8.0,3,75.0,45,5.0,7.0,5.0,Low
2167,Employee 2167,20,9.0,2,76.0,33,5.0,5.0,6.0,Low
2168,Employee 2168,49,8.0,2,85.0,47,9.0,5.0,8.0,Low
2169,Employee 2169,21,5.0,1,76.0,49,9.0,1.0,8.0,Low
2170,Employee 2170,38,9.0,2,63.0,48,6.0,9.0,5.0,Low
2171,Employee 2171,50,9.0,1,87.0,40,7.0,2.0,7.0,Low
2172,Employee 2172,51,7.0,3,94.0,43,8.0,5.0,5.0,Low
2173,Employee 2173,52,6.0,3,64.0,47,7.0,1.0,5.0,Low
2174,Employee 2174,36,6.0,0,58.0,37,8.0,6.0,8.0,Low
2175,Employee 2175,50,8.0,1,57.0,42,7.0,9.0,7.0,Low
2176,Employee 2176,42,9.0,4,99.0,45,6.0,8.0,6.0,Low
2177,Employee 2177,35,5.0,0,57.0,39,5.0,5.0,6.0,Low
2178,Employee 2178,55,9.0,1,87.0,42,6.0,7.0,8.0,Low
2179,Employee 2179,43,8.0,1,99.0,33,8.0,3.0,7.0,Low
2180,Employee 2180,22,9.0,4,65.0,33,6.0,6.0,5.0,Low
2181,Employee 2181,44,5.0,1,91.0,43,6.0,8.0,9.0,Low
2182,Employee 2182,42,8.0,3,85.0,37,8.0,8.0,5.0,Low
2183,Employee 2183,32,8.0,3,97.0,33,7.0,6.0,8.0,Low
2184,Employee 2184,51,6.0,0,78.0,46,5.0,3.0,9.0,Low
2185,Employee 2185,51,9.0,1,92.0,42,8.0,7.0,8.0,Low
2186,Employee 2186,58,5.0,0,98.0,45,8.0,9.0,9.0,Low
2187,Employee 2187,32,7.0,1,90.0,30,7.0,7.0,5.0,Low
2188,Employee 2188,54,9.0,2,73.0,32,8.0,4.0,5.0,Low
2189,Employee 2189,25,9.0,0,76.0,48,8.0,1.0,8.0,Low
2190,Employee 2190,28,9.0,3,51.0,42,9.0,3.0,6.0,Low
2191,Employee 2191,45,6.0,1,88.0,39,9.0,5.0,6.0,Low
2192,Employee 2192,40,5.0,1,87.0,44,6.0,3.0,9.0,Low
2193,Employee 2193,25,9.0,2,86.0,39,6.0,3.0,7.0,Low
2194,Employee 2194,33,9.0,4,84.0,34,7.0,3.0,5.0,Low
2195,Employee 2195,31,9.0,3,84.0,37,8.0,2.0,8.0,Low
2196,Employee 2196,34,7.0,3,51.0,33,5.0,3.0,7.0,Low
2197,Employee 2197,28,5.0,1,72.0,46,5.0,9.0,7.0,Low
2198,Employee 2198,32,9.0,3,53.0,49,7.0,4.0,8.0,Low
2199,Employee 2199,24,5.0,2,80.0,45,8.0,6.0,5.0,Low
2200,Employee 2200,33,9.0,0,62.0,30,8.0,1.0,6.0,Low
2201,Employee 2201,57,8.0,0,72.0,35,9.0,1.0,7.0,Low
2202,Employee 2202,36,6.0,2,93.0,44,9.0,5.0,5.0,Low
2203,Employee 2203,46,5.0,1,68.0,43,7.0,1.0,5.0,Low
2204,Employee 2204,57,8.0,0,69.0,42,6.0,6.0,7.0,Low
2205,Employee 2205,57,9.0,3,50.0,40,9.0,9.0,5.0,Low
2206,Employee 2206,33,9.0,0,94.0,49,6.0,7.0,9.0,Low
2207,Employee 2207,48,6.0,3,86.0,34,8.0,2.0,8.0,Low
2208,Employee 2208,47,5.0,2,92.0,42,7.0,4.0,7.0,Low
2209,Employee 2209,49,5.0,2,80.0,49,9.0,1.0,6.0,Low
2210,Employee 2210,32,6.0,3,66.0,33,9.0,3.0,6.0,Low
2211,Employee 2211,25,8.0,0,69.0,45,9.0,7.0,5.0,Low
2212,Employee 2212,44,8.0,4,87.0,44,8.0,8.0,8.0,Low
2213,Employee 2213,29,5.0,0,80.0,39,8.0,1.0,9.0,Low
2214,Employee 2214,55,8.0,0,90.0,31,9.0,2.0,8.0,Low
2215,Employee 2215,41,9.0,4,86.0,34,8.0,5.0,5.0,Low
2216,Employee 2216,50,8.0,2,59.0,31,9.0,7.0,7.0,Low
2217,Employee 2217,56,8.0,2,58.0,37,9.0,9.0,9.0,Low
2218,Employee 2218,48,8.0,2,87.0,42,8.0,8.0,7.0,Low
2219,Employee 2219,26,5.0,3,62.0,35,8.0,6.0,7.0,Low
2220,Employee 2220,28,5.0,1,70.0,44,6.0,1.0,9.0,Low
2221,Employee 2221,53,6.0,1,67.0,44,9.0,5.0,9.0,Low
2222,Employee 2222,37,6.0,1,95.0,43,8.0,1.0,8.0,Low
2223,Employee 2223,32,8.0,0,50.0,44,8.0,1.0,9.0,Low
2224,Employee 2224,34,9.0,3,84.0,33,8.0,5.0,6.0,Low
2225,Employee 2225,53,8.0,2,60.0,41,5.0,6.0,7.0,Low
2226,Employee 2226,24,9.0,3,99.0,49,8.0,6.0,5.0,Low
2227,Employee 2227,45,8.0,4,64.0,44,9.0,6.0,6.0,Low
2228,Employee 2228,59,7.0,1,97.0,39,5.0,4.0,7.0,Low
2229,Employee 2229,43,6.0,3,95.0,49,9.0,7.0,7.0,Low
2230,Employee 2230,37,9.0,0,63.0,34,6.0,8.0,7.0,Low
2231,Employee 2231,35,5.0,3,55.0,39,9.0,6.0,5.0,Low
2232,Employee 2232,49,6.0,2,94.0,30,9.0,9.0,7.0,Low
2233,Employee 2233,32,8.0,3,56.0,41,6.0,3.0,8.0,Low
2234,Employee 2234,35,9.0,1,85.0,36,5.0,6.0,7.0,Low
2235,Employee 2235,23,6.0,3,61.0,48,9.0,4.0,6.0,Low
2236,Employee 2236,51,6.0,2,68.0,48,6.0,1.0,6.0,Low
2237,Employee 2237,47,9.0,2,72.0,47,8.0,6.0,6.0,Low
2238,Employee 2238,22,6.0,0,86.0,45,8.0,8.0,5.0,Low
2239,Employee 2239,28,8.0,4,93.0,49,6.0,4.0,8.0,Low
2240,Employee 2240,27,6.0,1,72.0,37,8.0,6.0,7.0,Low
2241,Employee 2241,49,5.0,0,87.0,32,8.0,3.0,8.0,Low
2242,Employee 2242,31,7.0,2,92.0,30,6.0,7.0,6.0,Low
2243,Employee 2243,58,9.0,0,56.0,48,6.0,3.0,9.0,Low
2244,Employee 2244,52,6.0,2,94.0,34,7.0,5.0,9.0,Low
2245,Employee 2245,21,7.0,4,92.0,35,7.0,4.0,8.0,Low
2246,Employee 2246,45,9.0,3,94.0,44,8.0,4.0,5.0,Low
2247,Employee 2247,58,9.0,2,92.0,40,6.0,2.0,6.0,Low
2248,Employee 2248,38,8.0,0,94.0,44,9.0,1.0,7.0,Low
2249,Employee 2249,56,6.0,4,73.0,34,5.0,2.0,6.0,Low
2250,Employee 2250,57,6.0,0,95.0,41,9.0,9.0,9.0,Low
2251,Employee 2251,26,9.0,1,74.0,40,9.0,3.0,6.0,Low
2252,Employee 2252,48,6.0,1,59.0,43,5.0,6.0,7.0,Low
2253,Employee 2253,59,8.0,3,62.0,32,8.0,2.0,8.0,Low
2254,Employee 2254,48,7.0,3,97.0,40,9.0,4.0,9.0,Low
2255,Employee 2255,30,9.0,4,55.0,44,9.0,7.0,5.0,Low
2256,Employee 2256,43,7.0,2,55.0,31,6.0,1.0,6.0,Low
2257,Employee 2257,58,5.0,0,82.0,45,7.0,6.0,5.0,Low
2258,Employee 2258,26,8.0,3,71.0,44,8.0,3.0,7.0,Low
2259,Employee 2259,36,5.0,0,80.0,37,7.0,2.0,6.0,Low
2260,Employee 2260,52,5.0,2,94.0,42,5.0,7.0,8.0,Low
2261,Employee 2261,45,7.0,3,84.0,38,8.0,3.0,8.0,Low
2262,Employee 2262,26,9.0,1,71.0,33,8.0,1.0,5.0,Low
2263,Employee 2263,58,7.0,2,85.0,49,6.0,5.0,7.0,Low
2264,Employee 2264,48,6.0,3,51.0,31,5.0,1.0,7.0,Low
2265,Employee 2265,26,6.0,4,55.0,32,9.0,3.0,7.0,Low
2266,Employee 2266,28,8.0,1,83.0,33,7.0,7.0,6.0,Low
2267,Employee 2267,48,6.0,4,63.0,38,8.0,4.0,6.0,Low
2268,Employee 2268,58,6.0,2,87.0,38,8.0,8.0,6.0,Low
2269,Employee 2269,25,8.0,1,65.0,41,7.0,2.0,5.0,Low
2270,Employee 2270,42,5.0,4,96.0,32,5.0,3.0,6.0,Low
2271,Employee 2271,37,6.0,3,83.0,41,6.0,6.0,5.0,Low
2272,Employee 2272,46,9.0,2,65.0,33,5.0,2.0,6.0,Low
2273,Employee 2273,36,5.0,3,56.0,41,5.0,5.0,5.0,Low
2274,Employee 2274,47,6.0,0,52.0,37,8.0,7.0,9.0,Low
2275,Employee 2275,43,5.0,2,80.0,45,5.0,6.0,9.0,Low
2276,Employee 2276,41,8.0,4,95.0,49,6.0,9.0,6.0,Low
2277,Employee 2277,36,5.0,3,69.0,48,6.0,5.0,9.0,Low
2278,Employee 2278,39,6.0,0,88.0,39,9.0,8.0,9.0,Low
2279,Employee 2279,34,6.0,2,83.0,37,9.0,3.0,7.0,Low
2280,Employee 2280,24,6.0,3,99.0,31,6.0,6.0,9.0,Low
2281,Employee 2281,32,8.0,0,57.0,35,8.0,7.0,5.0,Low
2282,Employee 2282,21,6.0,1,58.0,46,8.0,1.0,7.0,Low
2283,Employee 2283,34,8.0,4,71.0,43,9.0,4.0,9.0,Low
2284,Employee 2284,47,7.0,1,51.0,46,5.0,3.0,5.0,Low
2285,Employee 2285,36,7.0,1,68.0,36,6.0,2.0,5.0,Low
2286,Employee 2286,24,8.0,2,80.0,32,6.0,5.0,6.0,Low
2287,Employee 2287,57,6.0,0,79.0,49,5.0,6.0,9.0,Low
2288,Employee 2288,25,7.0,0,82.0,38,9.0,8.0,6.0,Low
2289,Employee 2289,30,6.0,4,96.0,36,9.0,8.0,9.0,Low
2290,Employee 2290,49,9.0,2,86.0,45,8.0,1.0,9.0,Low
2291,Employee 2291,58,5.0,2,98.0,43,8.0,5.0,9.0,Low
2292,Employee 2292,23,7.0,0,85.0,49,8.0,7.0,5.0,Low
2293,Employee 2293,46,5.0,0,57.0,34,5.0,2.0,9.0,Low
2294,Employee 2294,52,6.0,3,72.0,35,6.0,5.0,6.0,Low
2295,Employee 2295,57,5.0,2,77.0,43,6.0,9.0,5.0,Low
2296,Employee 2296,50,9.0,3,65.0,43,5.0,4.0,5.0,Low
2297,Employee 2297,26,9.0,4,68.0,31,6.0,8.0,6.0,Low
2298,Employee 2298,22,7.0,1,58.0,41,6.0,5.0,9.0,Low
2299,Employee 2299,42,5.0,1,57.0,35,9.0,9.0,5.0,Low
2300,Employee 2300,57,8.0,1,65.0,33,6.0,5.0,6.0,Low
2301,Employee 2301,57,9.0,4,65.0,32,7.0,9.0,7.0,Low
2302,Employee 2302,44,7.0,3,76.0,38,7.0,9.0,8.0,Low
2303,Employee 2303,58,8.0,2,71.0,38,9.0,8.0,7.0,Low
2304,Employee 2304,22,6.0,4,97.0,31,6.0,3.0,7.0,Low
2305,Employee 2305,56,6.0,1,67.0,33,6.0,8.0,5.0,Low
2306,Employee 2306,25,9.0,2,51.0,46,9.0,6.0,8.0,Low
2307,Employee 2307,44,8.0,4,65.0,45,6.0,1.0,7.0,Low
2308,Employee 2308,22,5.0,3,59.0,44,9.0,1.0,7.0,Low
2309,Employee 2309,56,7.0,0,54.0,43,9.0,6.0,5.0,Low
2310,Employee 2310,45,5.0,0,80.0,39,7.0,8.0,7.0,Low
2311,Employee 2311,20,5.0,1,74.0,35,7.0,3.0,6.0,Low
2312,Employee 2312,22,7.0,3,73.0,45,9.0,6.0,8.0,Low
2313,Employee 2313,43,7.0,4,85.0,48,7.0,2.0,8.0,Low
2314,Employee 2314,49,6.0,1,77.0,48,5.0,3.0,6.0,Low
2315,Employee 2315,31,5.0,0,83.0,38,9.0,4.0,6.0,Low
2316,Employee 2316,22,6.0,2,93.0,32,7.0,3.0,6.0,Low
2317,Employee 2317,25,8.0,0,75.0,40,9.0,9.0,5.0,Low
2318,Employee 2318,52,8.0,3,95.0,37,8.0,5.0,8.0,Low
2319,Employee 2319,57,7.0,3,80.0,30,8.0,6.0,7.0,Low
2320,Employee 2320,26,6.0,3,99.0,45,5.0,8.0,6.0,Low
2321,Employee 2321,56,9.0,2,61.0,44,5.0,7.0,7.0,Low
2322,Employee 2322,30,6.0,1,81.0,48,8.0,6.0,8.0,Low
2323,Employee 2323,33,5.0,4,83.0,36,6.0,3.0,5.0,Low
2324,Employee 2324,46,9.0,1,64.0,38,5.0,8.0,5.0,Low
2325,Employee 2325,26,8.0,1,89.0,32,8.0,4.0,6.0,Low
2326,Employee 2326,41,8.0,0,64.0,36,8.0,6.0,5.0,Low
2327,Employee 2327,53,6.0,3,74.0,40,7.0,8.0,8.0,Low
2328,Employee 2328,59,9.0,2,72.0,37,8.0,2.0,9.0,Low
2329,Employee 2329,55,7.0,2,62.0,42,5.0,1.0,5.0,Low
2330,Employee 2330,22,7.0,4,97.0,33,6.0,3.0,6.0,Low
2331,Employee 2331,44,5.0,4,51.0,31,7.0,6.0,9.0,Low
2332,Employee 2332,45,7.0,3,88.0,46,8.0,1.0,7.0,Low
2333,Employee 2333,40,7.0,3,81.0,45,5.0,4.0,9.0,Low
2334,Employee 2334,43,9.0,0,90.0,44,5.0,2.0,5.0,Low
2335,Employee 2335,21,6.0,2,50.0,46,9.0,9.0,6.0,Low
2336,Employee 2336,31,5.0,0,70.0,39,8.0,6.0,9.0,Low
2337,Employee 2337,43,5.0,2,91.0,31,6.0,5.0,7.0,Low
2338,Employee 2338,27,5.0,4,54.0,44,5.0,5.0,7.0,Low
2339,Employee 2339,23,9.0,4,91.0,33,6.0,3.0,9.0,Low
2340,Employee 2340,23,7.0,4,51.0,40,8.0,4.0,8.0,Low
2341,Employee 2341,44,6.0,0,84.0,49,8.0,6.0,8.0,Low
2342,Employee 2342,48,7.0,2,55.0,33,5.0,5.0,9.0,Low
2343,Employee 2343,51,6.0,3,77.0,30,5.0,1.0,8.0,Low
2344,Employee 2344,32,8.0,4,77.0,35,6.0,4.0,9.0,Low
2345,Employee 2345,30,9.0,2,81.0,38,5.0,2.0,6.0,Low
2346,Employee 2346,25,7.0,4,81.0,34,9.0,9.0,5.0,Low
2347,Employee 2347,29,8.0,3,56.0,38,8.0,4.0,7.0,Low
2348,Employee 2348,56,8.0,1,93.0,34,8.0,9.0,7.0,Low
2349,Employee 2349,56,5.0,3,50.0,46,6.0,3.0,6.0,Low
2350,Employee 2350,26,8.0,1,66.0,48,5.0,8.0,8.0,Low
2351,Employee 2351,31,9.0,1,53.0,40,6.0,6.0,9.0,Low
2352,Employee 2352,59,5.0,1,98.0,46,5.0,5.0,8.0,Low
2353,Employee 2353,29,7.0,4,93.0,36,9.0,4.0,5.0,Low
2354,Employee 2354,29,9.0,4,56.0,30,7.0,5.0,9.0,Low
2355,Employee 2355,28,5.0,1,75.0,39,7.0,9.0,5.0,Low
2356,Employee 2356,49,7.0,1,88.0,37,6.0,6.0,9.0,Low
2357,Employee 2357,51,7.0,0,56.0,39,8.0,9.0,7.0,Low
2358,Employee 2358,46,6.0,4,82.0,38,6.0,8.0,5.0,Low
2359,Employee 2359,20,7.0,1,77.0,39,7.0,8.0,6.0,Low
2360,Employee 2360,58,6.0,4,71.0,49,7.0,5.0,7.0,Low
2361,Employee 2361,37,5.0,0,72.0,44,5.0,8.0,6.0,Low
2362,Employee 2362,28,6.0,2,75.0,34,5.0,9.0,5.0,Low
2363,Employee 2363,21,6.0,3,98.0,32,9.0,9.0,9.0,Low
2364,Employee 2364,31,5.0,2,76.0,32,9.0,8.0,6.0,Low
2365,Employee 2365,20,9.0,1,56.0,36,9.0,1.0,7.0,Low
2366,Employee 2366,45,7.0,2,59.0,35,9.0,5.0,6.0,Low
2367,Employee 2367,44,5.0,2,83.0,37,8.0,7.0,6.0,Low
2368,Employee 2368,22,7.0,0,72.0,49,7.0,4.0,7.0,Low
2369,Employee 2369,45,7.0,2,69.0,33,8.0,7.0,6.0,Low
2370,Employee 2370,56,6.0,1,68.0,39,8.0,8.0,7.0,Low
2371,Employee 2371,56,9.0,2,78.0,35,7.0,3.0,6.0,Low
2372,Employee 2372,30,5.0,2,58.0,34,8.0,5.0,9.0,Low
2373,Employee 2373,55,5.0,2,94.0,31,8.0,6.0,8.0,Low
2374,Employee 2374,36,8.0,3,71.0,36,8.0,5.0,9.0,Low
2375,Employee 2375,21,9.0,4,77.0,33,7.0,6.0,9.0,Low
2376,Employee 2376,56,5.0,0,64.0,33,9.0,5.0,6.0,Low
2377,Employee 2377,37,6.0,3,85.0,41,9.0,2.0,6.0,Low
2378,Employee 2378,20,7.0,1,66.0,34,9.0,4.0,9.0,Low
